0	0	0	0	0	0	0	0	0	6.4099e-05	7.60781e-05	9.58024e-05	0.000128639	0.000184527	0.000284715	0.000472089	0.000841271	0.00161101	0.00332724	0.00734604	0.0173785	0.0435613	0.115467	0.321734	0.935252	2.80185	8.39984	23.324	53.2974	97.2874	152.059	217.896	297.795	395.973	517.466	668.259	855.562	1088.13	1376.59	1733.88	2175.6	2720.58	3391.4	4215.05	5223.39	6452.38	7947.73	9771.58	11953.5	14584.7	17767	21539.3	25973.2	31239.9	37606.6	44908.7	53441.5	63083.5	74289.8	87190.8	101852	109878	
0	0	0	0	0	0	0	0	0	5.89532e-05	6.92008e-05	8.61609e-05	0.000114361	0.000162128	0.000247188	0.000405001	0.000713231	0.00135008	0.002757	0.00602165	0.0140998	0.0350095	0.0920038	0.254433	0.735217	2.19672	6.63285	19.021	46.1007	88.643	142.9	208.105	286.815	383.101	501.875	648.934	831.218	1057.11	1336.77	1682.51	2109.16	2634.58	3280.13	4071.28	5038.04	6214.14	7642.47	9381.37	11457.6	13956.7	16973.6	20542.8	24729.7	29693.5	35683.8	42539.4	50534.7	59549.4	70006.8	82022.4	95646.8	102951	
0	0	0	0	0	0	0	0	0	5.41902e-05	6.29057e-05	7.74351e-05	0.000101587	0.000142321	0.000214394	0.000347058	0.000603917	0.0011298	0.00228084	0.00492725	0.0114171	0.0280748	0.0731307	0.20067	0.576173	1.71514	5.19826	15.2816	39.1566	79.7582	133.38	198.06	275.734	370.289	486.525	630.07	807.614	1027.2	1298.53	1633.35	2045.77	2552.72	3174.43	3934.94	4862.54	5988.89	7354.24	9013.42	10990.6	13365.9	16228.2	19607.9	23564.4	28246.3	33886.6	40327.7	47824.9	56259.2	66024.7	77223.7	89893.2	96539.5	
0	0	0	0	0	0	0	0	0	4.97802e-05	5.7142e-05	6.95367e-05	9.01586e-05	0.000124808	0.000185741	0.000297029	0.000510631	0.000943962	0.00188357	0.00402376	0.00922451	0.0224595	0.0579751	0.157805	0.450048	1.33364	4.04672	12.1134	32.6256	70.7094	123.465	187.697	264.498	357.494	471.375	611.624	784.702	998.333	1261.81	1586.32	1985.3	2474.83	3074.06	3805.72	4696.46	5776.04	7082.24	8666.62	10550.9	12810.5	15528.3	18731	22472.7	26892.2	32207.1	38263.6	45299.1	53196.4	62322.8	72768.6	84559	90606	
0	0	0	0	0	0	0	0	0	4.57053e-05	5.18759e-05	6.24032e-05	7.99577e-05	0.000109361	0.000160771	0.000253951	0.000431256	0.00078766	0.0015532	0.0032805	0.00743921	0.0179302	0.045855	0.12378	0.350518	1.03332	3.13289	9.49398	26.67	61.6269	113.135	176.94	253.025	344.636	456.343	593.504	762.375	970.386	1226.44	1541.21	1927.49	2400.57	2978.59	3683.04	4539.06	5574.61	6825.2	8339.32	10136.6	12287.6	14870.2	17907.5	21448.9	25623.8	30635.9	36335	42942.2	50342.2	58877.6	68627.9	79608	85108.4	
0	0	0	0	0	0	0	0	0	4.19388e-05	4.70636e-05	5.59596e-05	7.08519e-05	9.57374e-05	0.000139014	0.000216869	0.000363744	0.000656273	0.00127866	0.0026696	0.00598711	0.0142818	0.0361774	0.0968214	0.272154	0.797719	2.41301	7.36856	21.407	52.6879	102.406	165.723	241.245	331.656	441.38	575.663	740.582	943.296	1192.34	1497.92	1872.22	2329.78	2887.8	3566.61	4389.94	5384.07	6582.4	8030.57	9746.15	11795.6	14251.7	17134.5	20488.9	24435.9	29166.4	34533.3	40743.3	47682.6	55671.4	64779.6	75012.8	80014.7	
0	0	0	0	0	0	0	0	0	3.84596e-05	4.26687e-05	5.01433e-05	6.27303e-05	8.37325e-05	0.000120076	0.000184986	0.000306399	0.000545997	0.00105091	0.00216844	0.00480851	0.0113496	0.02847	0.0755228	0.210654	0.613641	1.84982	5.67162	16.9001	44.1129	91.3412	153.981	229.072	318.479	426.416	558.033	719.249	916.98	1159.42	1456.33	1819.33	2262.26	2801.42	3456.08	4248.64	5203.81	6353.02	7739.28	9378.27	11332.6	13670.3	16408.7	19588.6	23323.3	27791.5	32849.8	38691.1	45203.6	52686.8	61201.9	70746.3	75293.3	
0	0	0	0	0	0	0	0	0	3.52447e-05	3.86544e-05	4.4893e-05	5.54868e-05	7.31554e-05	0.000103596	0.000157584	0.000257717	0.000453507	0.000862141	0.00175775	0.00385316	0.00899684	0.0223428	0.0587308	0.162507	0.470268	1.41151	4.33347	13.1479	36.1342	80.0634	141.668	216.416	305.027	411.389	540.557	698.321	891.377	1127.6	1416.35	1768.72	2197.86	2719.27	3351.2	4114.82	5033.37	6136.46	7464.63	9031.83	10897	13124.1	15727.6	18744.7	22281.5	26505.7	31277.3	36776.4	42893.6	49909	57876.3	66785.6	70917.4	
0	0	0	0	0	0	0	0	0	3.22799e-05	3.49951e-05	4.01635e-05	4.90406e-05	6.38583e-05	8.92908e-05	0.000134094	0.000216505	0.000376165	0.000706182	0.00142236	0.00308158	0.00711623	0.0174917	0.0455497	0.124991	0.359182	1.07268	3.29085	10.1046	28.9721	68.7803	128.766	203.171	291.188	396.195	523.132	677.686	866.36	1096.75	1377.81	1720.14	2136.29	2640.98	3251.51	3987.87	4871.98	5931.72	7205.32	8705.18	10486.9	12610.3	15087.7	17952.8	21305	25301.9	29806.7	34988.1	40738.6	47320.9	54781.7	63104.7	66857.4	
0	0	0	0	0	0	0	0	0	2.95453e-05	3.16591e-05	3.59033e-05	4.33047e-05	5.56877e-05	7.68767e-05	0.000113967	0.000181636	0.000311538	0.000577447	0.00114876	0.00245923	0.00561535	0.0136579	0.0352244	0.0958282	0.27336	0.811816	2.48497	7.68523	22.7697	57.769	115.317	189.24	276.856	380.747	505.686	657.276	841.858	1066.76	1340.6	1673.5	2077.42	2566.37	3156.75	3867.49	4719.23	5738.24	6960.64	8397.34	10100.8	12127.2	14486.7	17209.9	20390	24175.1	28431.9	33318.2	38728.7	44909.9	51902.3	59684.1	63090.5	
0	0	0	0	0	0	0	0	0	2.70244e-05	2.86199e-05	3.20685e-05	3.82049e-05	4.85139e-05	6.61154e-05	9.67425e-05	0.000152174	0.000257618	0.000471367	0.000926001	0.00195835	0.00442041	0.0106361	0.0271599	0.0732328	0.207301	0.611886	1.86664	5.79377	17.5808	47.3602	101.44	174.54	261.908	364.937	488.126	637.003	817.78	1037.56	1304.61	1628.65	2021.08	2495.22	3066.66	3753.31	4574.62	5555.39	6729.74	8107.22	9737.37	11673	13922.3	16513	19532.6	23120.5	27146.5	31758.6	36853.8	42663.5	49222.7	56504.7	59594.7	
