0	0	0	0	0	0	0	0	0	6.57E-05	7.82E-05	9.89E-05	0.000133196	0.00019173	0.000296871	0.00049398	0.000883353	0.00169738	0.00351729	0.0077903	0.0184852	0.0464644	0.123473	0.344795	1.00399	3.00949	8.99664	24.7091	55.4758	99.8283	154.753	220.809	301.1	399.885	522.237	674.204	863.082	1097.74	1388.96	1749.86	2196.3	2747.42	3426.16	4259.99	5281.45	6529	8047.73	9890.16	12117	14797.9	18012.1	21848.7	26407	31796.8	38137.2	45556.3	54190.1	64179.1	75674.1	88853.7	103764	112050
0	0	0	0	0	0	0	0	0	5.56E-05	6.47E-05	7.99E-05	0.000105231	0.000147947	0.000223668	0.000363373	0.000634564	0.0011913	0.00241324	0.00523038	0.0121575	0.0299824	0.0783069	0.215379	0.619611	1.84669	5.59263	16.3337	41.1922	82.441	136.283	201.12	279.096	374.162	491.15	635.738	814.689	1036.14	1309.95	1648.01	2064.64	2577.07	3205.83	3975.4	4914.65	6057.53	7443.63	9118.86	11136	13555.2	16444.6	19880.4	23946.8	28736.3	34348.5	40889.7	48471.7	57208.7	67222.7	78658.6	91536.3	98401
0	0	0	0	0	0	0	0	0	4.69E-05	5.34E-05	6.44E-05	8.29E-05	0.000113754	0.00016784	0.000266093	0.00045353	0.000831331	0.00164512	0.00348648	0.00793209	0.0191763	0.0491789	0.133086	0.377682	1.1152	3.38264	10.2194	28.3778	64.337	116.278	180.222	256.513	348.527	460.875	598.949	769.066	978.742	1236.99	1554.65	1944.69	2422.63	3006.92	3719.41	4585.76	5636	6904.99	8432.91	10265.7	12455.6	15061	18147.3	21785.9	26054.8	31037.6	36822.1	43500.3	51164.9	59914.2	69866.1	81020.2	86703.5
0	0	0	0	0	0	0	0	0	3.95E-05	4.39E-05	5.18E-05	6.50E-05	8.71E-05	0.000125427	0.000193954	0.000322456	0.000576738	0.00111412	0.00230696	0.00513299	0.0121539	0.0305771	0.0813285	0.227377	0.663615	2.00275	6.13535	18.161	46.619	94.6839	157.568	232.788	322.484	430.945	563.349	725.662	924.87	1169.27	1468.74	1835.1	2282.35	2827.1	3488.9	4290.63	5258.9	6424.46	7822.57	9493.33	11482	13838.9	16620.1	19886.4	23703.6	28141.5	33273	39173.5	45918.3	53586.3	62273.3	71963.4	76664
0	0	0	0	0	0	0	0	0	3.31E-05	3.60E-05	4.15E-05	5.09E-05	6.65E-05	9.33E-05	0.000140706	0.000228052	0.000397736	0.000749484	0.00151508	0.00329401	0.00763201	0.0188174	0.0491406	0.135184	0.3893	1.16446	3.5739	10.9413	31.0121	72.1391	132.697	207.222	295.405	400.802	528.393	683.894	873.863	1105.98	1389.31	1734.61	2154.6	2664.23	3281.08	4025.56	4921.33	5995.57	7279.28	8807.52	10619.6	12759	15273.8	18215.8	21640.4	25606.2	30173.6	35404.3	41359	48101.2	55708.6	64153.2	68035.2
0	0	0	0	0	0	0	0	0	2.78E-05	2.95E-05	3.32E-05	3.97E-05	5.05E-05	6.92E-05	0.000101581	0.00016041	0.000272622	0.000500747	0.000987422	0.00209586	0.00474714	0.0114592	0.0293493	0.0793491	0.225139	0.665787	2.03337	6.30673	19.0196	50.3813	105.627	179.04	266.484	369.754	493.45	643.125	825.026	1046.32	1315.38	1642.04	2037.87	2516.39	3093.43	3787.27	4618.97	5612.63	6795.57	8198.48	9855.58	11804.6	14086.6	16745.8	19829.2	23385.6	27465.1	32118.1	37393.5	43342	50026.6	57410.3	60609.3
0	0	0	0	0	0	0	0	0	2.32E-05	2.41E-05	2.64E-05	3.08E-05	3.83E-05	5.10E-05	7.30E-05	0.000112204	0.000185702	0.00033223	0.000638511	0.00132192	0.00292417	0.00690356	0.0173219	0.04597	0.128331	0.374491	1.13367	3.52026	10.9441	31.9302	77.5549	147.663	234.708	336.898	457.748	602.632	777.613	989.477	1246.01	1556.24	1930.75	2381.8	2923.68	3572.8	4347.99	5270.64	6364.88	7657.65	9178.82	10961	13039.7	15452.4	18238.9	21440.1	25097.3	29251.7	33942.3	39209.6	45104.4	51583.2	54211.5
0	0	0	0	0	0	0	0	0	1.93E-05	1.96E-05	2.09E-05	2.38E-05	2.88E-05	3.74E-05	5.21E-05	7.80E-05	0.000125688	0.000218854	0.000409601	0.000826356	0.00178342	0.00411341	0.0100996	0.0262776	0.0720781	0.207217	0.62017	1.91554	6.01793	18.5564	51.3563	113.439	198.992	301.035	420.278	561.532	730.772	934.549	1180.19	1476.06	1831.86	2258.76	2769.71	3379.47	4104.92	4965.11	5981.4	7177.5	8579.5	10215.7	12116.7	14314.5	16842.7	19735.6	23027.1	26750.7	30937.6	35619.7	40837.8	46543.6	48694.1
0	0	0	0	0	0	0	0	0	1.60E-05	1.58E-05	1.66E-05	1.84E-05	2.16E-05	2.74E-05	3.71E-05	5.39E-05	8.45E-05	0.000143111	0.000260605	0.000511852	0.00107663	0.0024233	0.00581536	0.0148153	0.0398745	0.112761	0.332971	1.01915	3.20076	10.1139	30.5368	78.8003	158.771	260.671	379.677	518.697	683.492	880.543	1116.87	1400.33	1739.85	2145.66	2629.54	3204.82	3886.67	4692.1	5640.06	6751.48	8049.2	9557.86	11303.7	13314.3	15617.9	18243	21217.8	24569.3	28321.9	32500.7	37138.7	42183.5	43933.1
0	0	0	0	0	0	0	0	0	1.33E-05	1.28E-05	1.30E-05	1.41E-05	1.62E-05	1.99E-05	2.62E-05	3.71E-05	5.64E-05	9.29E-05	0.000164417	0.000314083	0.000643184	0.00141114	0.00330577	0.0082356	0.0217192	0.0603231	0.175434	0.530721	1.65662	5.27047	16.6332	48.483	115.438	214.381	334.101	472.584	634.483	826.271	1054.88	1327.78	1653.31	2040.89	2501.27	3046.54	3690.37	4447.99	5336.3	6373.78	7580.48	8977.85	10588.6	12436.2	14544.5	16937.5	19638.1	22667.9	26046.1	29792.1	33932.2	38411.4	39823.7
0	0	0	0	0	0	0	0	0	1.09E-05	1.03E-05	1.02E-05	1.07E-05	1.20E-05	1.44E-05	1.84E-05	2.53E-05	3.74E-05	5.98E-05	0.000102833	0.000190873	0.000380129	0.000811974	0.0018545	0.00451185	0.0116425	0.03171	0.0906689	0.270521	0.836307	2.6547	8.52128	26.6435	73.9763	162.211	281.357	421.026	581.992	770.239	992.796	1257	1570.74	1942.79	2383	2902.39	3513.34	4229.53	5066.03	6039.25	7166.81	8467.45	9960.76	11666.8	13605.8	15797.7	18260.9	21013	24068.6	27442.2	31155.1	35150	36277.4
0	0	0	0	0	0	0	0	0	8.99E-06	8.25E-06	7.97E-06	8.16E-06	8.88E-06	1.03E-05	1.29E-05	1.72E-05	2.46E-05	3.82E-05	6.37E-05	0.000114841	0.000222178	0.000461486	0.00102626	0.00243491	0.00613875	0.0163704	0.045942	0.134923	0.412024	1.2985	4.1799	13.4784	41.3957	108.385	220.036	361.119	523.509	710.434	928.878	1186.32	1490.46	1849.57	2272.78	2770.19	3353.03	4033.65	4825.56	5743.33	6802.52	8019.48	9411.2	10994.8	12787.4	14805.3	17063.8	19576.4	22354.1	25407.7	28754	32334.4	33220.3
0	0	0	0	0	0	0	0	0	7.36E-06	6.58E-06	6.19E-06	6.17E-06	6.53E-06	7.37E-06	8.91E-06	1.16E-05	1.61E-05	2.42E-05	3.91E-05	6.84E-05	0.000128377	0.000258971	0.000559981	0.00129382	0.0031821	0.00829508	0.0228093	0.06581	0.198067	0.617683	1.97982	6.44502	20.7844	62.1936	152.818	289.98	455.427	643.937	860.764	1113.65	1410.47	1759.22	2168.5	2647.63	3206.87	3857.42	4611.42	5481.87	6482.51	7627.66	8932.05	10410.3	12076.8	13945.1	16027.3	18333.9	20872.9	23651.9	26684.2	29909.7	30589.8
0	0	0	0	0	0	0	0	0	6.00E-06	5.22E-06	4.78E-06	4.64E-06	4.77E-06	5.23E-06	6.14E-06	7.72E-06	1.04E-05	1.52E-05	2.38E-05	4.03E-05	7.33E-05	0.000143423	0.000301134	0.000676527	0.00162061	0.00412279	0.011088	0.0313695	0.0928485	0.285764	0.908155	2.95399	9.69921	31.1476	90.2232	208.206	373.355	566.373	785.023	1036.19	1328.23	1669.31	2067.71	2532.19	3072.18	3697.89	4420.28	5250.98	6202.17	7286.43	8516.5	9904.88	11463.7	13203.9	15135.2	17265.5	19600.1	22144.2	24908	27830.4	28333.7
0	0	0	0	0	0	0	0	0	4.87E-06	4.12E-06	3.68E-06	3.46E-06	3.46E-06	3.69E-06	4.20E-06	5.11E-06	6.69E-06	9.44E-06	1.43E-05	2.35E-05	4.13E-05	7.83E-05	0.000159499	0.000347884	0.000810343	0.00200831	0.00527321	0.0146002	0.0424085	0.128501	0.403624	1.30458	4.29773	14.199	45.2423	126.402	275.411	471.739	696.377	949.848	1240.37	1576.78	1967.51	2420.97	2946	3551.96	4248.8	5046.96	5957.3	6990.84	8158.65	9471.4	10939.2	12571	14374.2	16354.5	18515.2	20859.3	23394.7	26058.8	26408.9
0	0	0	0	0	0	0	0	0	3.93E-06	3.24E-06	2.81E-06	2.57E-06	2.49E-06	2.58E-06	2.84E-06	3.36E-06	4.25E-06	5.81E-06	8.52E-06	1.35E-05	2.30E-05	4.22E-05	8.32E-05	0.000175796	0.000397501	0.000958001	0.00245112	0.00662848	0.0188542	0.0561119	0.173716	0.555821	1.82386	6.07454	20.1547	63.5659	171.285	355.286	586.96	848.187	1141.92	1477.47	1864.12	2310.42	2824.86	3416.16	4093.42	4866.09	5743.84	6736.38	7853.33	9103.75	10496	12037.3	13733.2	15587.5	17601.6	19776.9	22119.1	24564.4	24779.9
0	0	0	0	0	0	0	0	0	3.16E-06	2.53E-06	2.13E-06	1.89E-06	1.78E-06	1.79E-06	1.91E-06	2.18E-06	2.68E-06	3.53E-06	5.01E-06	7.67E-06	1.26E-05	2.24E-05	4.26E-05	8.72E-05	0.000191116	0.000447063	0.0011124	0.00293206	0.00814923	0.0237649	0.0723258	0.228356	0.742991	2.47124	8.30921	27.6501	86.2658	224.992	448.647	721.045	1024.9	1365.22	1752.35	2195.84	2704.37	3286.29	3950.08	4704.31	5557.66	6518.73	7595.83	8796.66	10128.1	11595.8	13203.6	14953.9	16846.4	18881	21061.7	23323.2	23418.7
0	0	0	0	0	0	0	0	0	2.53E-06	1.96E-06	1.60E-06	1.38E-06	1.26E-06	1.23E-06	1.27E-06	1.41E-06	1.67E-06	2.12E-06	2.91E-06	4.30E-06	6.83E-06	1.17E-05	2.15E-05	4.25E-05	9.00E-05	0.000203866	0.000492297	0.00126199	0.00341949	0.00974794	0.0290878	0.0903604	0.290463	0.959544	3.23059	10.9543	36.5416	112.947	287.076	556.128	876.136	1229.97	1624.41	2070.68	2578.66	3156.98	3813.73	4556.88	5394.25	6333.46	7381.73	8545.54	9830.47	11240.8	12779	14445.9	16240.1	18160	20208.3	22317.4	22303.4
0	0	0	0	0	0	0	0	0	2.01E-06	1.51E-06	1.20E-06	1.00E-06	8.87E-07	8.34E-07	8.36E-07	8.94E-07	1.02E-06	1.26E-06	1.67E-06	2.37E-06	3.63E-06	5.99E-06	1.06E-05	2.02E-05	4.14E-05	9.07E-05	0.000212143	0.000527688	0.00139063	0.00386556	0.01128	0.0343776	0.108818	0.355569	1.19099	4.05449	13.8551	46.353	142.467	356.267	677.904	1054.33	1467.26	1924.84	2439.3	3020.76	3677.7	4417.76	5248.14	6175.63	7206.51	8346.18	9599.07	10968.2	12454.9	14058.7	15776.8	17606.7	19549.9	21535.6	21418.9
0	0	0	0	0	0	0	0	0	1.58E-06	1.16E-06	8.89E-07	7.20E-07	6.17E-07	5.61E-07	5.43E-07	5.62E-07	6.21E-07	7.38E-07	9.40E-07	1.29E-06	1.90E-06	3.01E-06	5.14E-06	9.44E-06	1.86E-05	3.93E-05	8.89E-05	0.000213962	0.000547015	0.00147882	0.00420847	0.0125467	0.0389842	0.125536	0.416376	1.41244	4.85783	16.7259	56.1961	172.716	430.002	813.17	1257.45	1740.95	2272.89	2866.56	3532.41	4278.59	5112.08	6039.05	7064.97	8194.31	9430.46	10775.4	12229.1	13790.1	15454.6	17218.8	19083.2	20973.3	20756.9
0	0	0	0	0	0	0	0	0	1.24E-06	8.78E-07	6.53E-07	5.12E-07	4.24E-07	3.73E-07	3.49E-07	3.48E-07	3.71E-07	4.24E-07	5.21E-07	6.87E-07	9.74E-07	1.49E-06	2.44E-06	4.30E-06	8.15E-06	1.66E-05	3.61E-05	8.39E-05	0.000207634	0.000544396	0.00150657	0.00438063	0.0133181	0.0421162	0.137761	0.463212	1.58976	5.52067	19.1547	64.7625	200.434	503.685	959.252	1486.41	2055.52	2676.15	3362.97	4126.83	4975.5	5915.01	6950.24	8084.85	9321.31	10660.5	12101.5	13641.5	15275.7	16999.4	18812.1	20633.9	20316.4
0	0	0	0	0	0	0	0	0	9.62E-07	6.60E-07	4.75E-07	3.60E-07	2.88E-07	2.44E-07	2.20E-07	2.12E-07	2.18E-07	2.40E-07	2.83E-07	3.59E-07	4.89E-07	7.16E-07	1.13E-06	1.91E-06	3.47E-06	6.78E-06	1.42E-05	3.18E-05	7.58E-05	0.000192263	0.000515815	0.00145816	0.00432342	0.0133795	0.042992	0.142641	0.485658	1.68496	5.90572	20.6574	70.4496	221.193	569.679	1109.92	1740.09	2415.27	3143.73	3941.99	4821.65	5790.02	6851.97	8010.58	9267.51	10622.7	12074	13617.7	15247.7	16958.6	18748.6	20530.7	20105.8
0	0	0	0	0	0	0	0	0	7.41E-07	4.91E-07	3.41E-07	2.50E-07	1.93E-07	1.58E-07	1.37E-07	1.27E-07	1.25E-07	1.33E-07	1.51E-07	1.84E-07	2.40E-07	3.36E-07	5.07E-07	8.23E-07	1.43E-06	2.68E-06	5.39E-06	1.16E-05	2.66E-05	6.49E-05	0.000168239	0.000460799	0.00132779	0.00400653	0.0125982	0.0410684	0.138025	0.475356	1.66601	5.89243	20.7903	71.6778	229.84	616.242	1252.52	2012.9	2823.29	3686.47	4621.39	5641.13	6752.67	7959.35	9262.23	10660.3	12150.5	13727.9	15385	17115.5	18916.6	20691.2	20145.4
0	0	0	0	0	0	0	0	0	5.65E-07	3.61E-07	2.42E-07	1.71E-07	1.27E-07	9.99E-08	8.36E-08	7.44E-08	7.07E-08	7.19E-08	7.82E-08	9.13E-08	1.14E-07	1.53E-07	2.21E-07	3.43E-07	5.72E-07	1.02E-06	1.96E-06	4.04E-06	8.88E-06	2.08E-05	5.20E-05	0.000137532	0.000383668	0.00112442	0.00344602	0.0109902	0.0362891	0.123383	0.429394	1.51932	5.42181	19.3072	67.4079	221.776	627.614	1363.25	2289.35	3278.55	4316.64	5425.06	6619.89	7908.21	9291.82	10769.2	12336	13986.2	15710.9	17502.7	19357.5	21163.5	20473.2
0	0	0	0	0	0	0	0	0	4.27E-07	2.63E-07	1.70E-07	1.15E-07	8.22E-08	6.22E-08	5.00E-08	4.27E-08	3.89E-08	3.79E-08	3.95E-08	4.41E-08	5.28E-08	6.77E-08	9.33E-08	1.38E-07	2.19E-07	3.74E-07	6.84E-07	1.34E-06	2.82E-06	6.34E-06	1.52E-05	3.85E-05	0.000103589	0.0002936	0.000873169	0.00271229	0.00875738	0.0292432	0.100453	0.35292	1.25993	4.53596	16.31	57.7219	195.195	587.837	1401.66	2532.43	3767.93	5045.69	6385.49	7809.12	9325.6	10935.2	12633.3	14412.2	16261.7	18172.7	20139.8	22028.9	21154.6
0	0	0	0	0	0	0	0	0	3.19E-07	1.89E-07	1.17E-07	7.62E-08	5.23E-08	3.79E-08	2.92E-08	2.39E-08	2.08E-08	1.94E-08	1.93E-08	2.06E-08	2.35E-08	2.88E-08	3.77E-08	5.31E-08	8.03E-08	1.30E-07	2.27E-07	4.23E-07	8.45E-07	1.81E-06	4.13E-06	1.00E-05	2.59E-05	7.07E-05	0.000202973	0.000611066	0.00191964	0.00626274	0.0211139	0.073176	0.259262	0.933253	3.38896	12.3074	44.1663	153.351	491.114	1312.66	2661.33	4244.08	5874.53	7545.52	9287.84	11116.9	13032.8	15028.1	17090.9	19210.5	21378.9	23427.6	22300.9
0	0	0	0	0	0	0	0	0	2.36E-07	1.34E-07	7.96E-08	4.96E-08	3.26E-08	2.26E-08	1.66E-08	1.30E-08	1.08E-08	9.60E-09	9.11E-09	9.25E-09	1.00E-08	1.17E-08	1.46E-08	1.95E-08	2.79E-08	4.29E-08	7.07E-08	1.25E-07	2.37E-07	4.81E-07	1.04E-06	2.41E-06	5.94E-06	1.55E-05	4.27E-05	0.000124032	0.000376976	0.00119477	0.00393009	0.0133523	0.0466177	0.166364	0.603328	2.20895	8.10204	29.4767	104.803	353.702	1060.32	2527.42	4566.47	6755.67	8952.42	11182.2	13477.1	15844.1	18274.2	20756.2	23278.1	25612.2	24109.9
0	0	0	0	0	0	0	0	0	1.72E-07	9.38E-08	5.33E-08	3.17E-08	1.99E-08	1.31E-08	9.21E-09	6.85E-09	5.42E-09	4.58E-09	4.13E-09	3.98E-09	4.10E-09	4.52E-09	5.33E-09	6.74E-09	9.12E-09	1.32E-08	2.06E-08	3.44E-08	6.14E-08	1.18E-07	2.41E-07	5.27E-07	1.23E-06	3.05E-06	8.03E-06	2.23E-05	6.52E-05	0.000199314	0.000635509	0.00210247	0.00718282	0.0252167	0.0905084	0.330314	1.21842	4.51156	16.6313	60.3746	212.133	696.512	1980.04	4385.93	7450.81	10597.9	13690.8	16777	19892.7	23044.8	26219.8	29078.7	26955.7
0	0	0	0	0	0	0	0	0	1.25E-07	6.50E-08	3.52E-08	2.00E-08	1.19E-08	7.49E-09	4.98E-09	3.51E-09	2.63E-09	2.11E-09	1.80E-09	1.64E-09	1.59E-09	1.65E-09	1.84E-09	2.19E-09	2.79E-09	3.81E-09	5.56E-09	8.71E-09	1.46E-08	2.62E-08	5.04E-08	1.04E-07	2.27E-07	5.32E-07	1.32E-06	3.49E-06	9.71E-06	2.84E-05	8.72E-05	0.00027877	0.000924701	0.00316812	0.0111579	0.0401995	0.147401	0.547081	2.04293	7.62249	28.1799	102.081	356.05	1155.1	3241.82	7127.25	12051.8	17025.9	21791.8	26431.7	30999.8	34942.1	31632.2
0	0	0	0	0	0	0	0	0	9.07E-08	4.49E-08	2.32E-08	1.25E-08	7.09E-09	4.23E-09	2.66E-09	1.78E-09	1.26E-09	9.49E-10	7.62E-10	6.53E-10	5.96E-10	5.82E-10	6.07E-10	6.77E-10	8.07E-10	1.03E-09	1.40E-09	2.05E-09	3.20E-09	5.36E-09	9.58E-09	1.83E-08	3.75E-08	8.19E-08	1.91E-07	4.72E-07	1.24E-06	3.44E-06	1.00E-05	3.07E-05	9.78E-05	0.00032381	0.00110851	0.00390412	0.0140798	0.0517457	0.192839	0.724854	2.73219	10.2587	38.0684	138.203	483.661	1589.42	4650.06	11084.3	20318.2	30091.3	39182.8	46273.4	40164.7
0	0	0	0	0	0	0	0	0	6.78E-08	3.22E-08	1.59E-08	8.20E-09	4.42E-09	2.51E-09	1.50E-09	9.51E-10	6.37E-10	4.54E-10	3.44E-10	2.78E-10	2.39E-10	2.19E-10	2.14E-10	2.23E-10	2.48E-10	2.96E-10	3.75E-10	5.09E-10	7.38E-10	1.14E-09	1.89E-09	3.34E-09	6.32E-09	1.28E-08	2.75E-08	6.31E-08	1.54E-07	3.99E-07	1.09E-06	3.16E-06	9.56E-06	3.02E-05	9.94E-05	0.000338352	0.00118644	0.00426641	0.0156616	0.0584206	0.220392	0.836709	3.17972	12.0247	44.9463	164.712	585.674	1991.03	6314.11	17835	41359.2	69762.5	59375.5
