C1	0.000000000
C2	0.000000000
C3	0.000000000
C4	0.000000000
C5	-0.010929022
C6	-0.039106011
C7	-0.067336418
C8	-0.069179785
C9	-0.064170301
C10	-0.058811274
C11	-0.053376073
C12	-0.048053015
C13	-0.042967406
C14	-0.038197591
C15	-0.033787487
C16	-0.029756194
C17	-0.026105288
C18	-0.022824336
C19	-0.019895011
C20	-0.017294136
C21	-0.014995872
C22	-0.012973251
C23	-0.011199096
C24	-0.009646324
C25	-0.008287241
C26	-0.007090680
C27	-0.006013621
C28	-0.004977615
C29	-0.003802533
C30	-0.002021336
C31	0.001614575
C32	0.010206993
C33	0.029083649
C34	0.057165089
C35	0.075278562
C36	0.070065119
C37	0.051648136
C38	0.035362508
C39	0.024564156
C40	0.017468799
C41	0.012584778
C42	0.009117236
C43	0.006621425
C44	0.004815541
C45	0.003506211
C46	0.002555729
C47	0.001865295
C48	0.001363940
C49	0.000998618
C50	0.000732712
C51	0.000538948
C52	0.000397299
C53	0.000293606
C54	0.000217595
C55	0.000161873
C56	0.000120710
C57	0.000090381
C58	0.000067879
C59	0.000051189
C60	0.000038731
C61	0.000029483
C62	0.000024637
