C1	0.000000000
C2	0.000000000
C3	0.000000000
C4	0.000000000
C5	1.641438823
C6	5.873364335
C7	10.113312573
C8	10.390169294
C9	9.637790852
C10	8.832945004
C11	8.016624264
C12	7.217147603
C13	6.453335104
C14	5.736953055
C15	5.074597904
C16	4.469138722
C17	3.920812963
C18	3.428055591
C19	2.988117170
C20	2.597523062
C21	2.252404834
C22	1.948736859
C23	1.682490863
C24	1.449716185
C25	1.246521732
C26	1.068866424
C27	0.911905685
C28	0.768357876
C29	0.626172527
C30	0.474519690
C31	0.330026624
C32	0.221805611
C33	0.150017631
C34	0.102642305
C35	0.070693460
C36	0.048821963
C37	0.033746607
C38	0.023330566
C39	0.016130046
C40	0.011153141
C41	0.007714165
C42	0.005338365
C43	0.003697076
C44	0.002562989
C45	0.001779037
C46	0.001236671
C47	0.000861101
C48	0.000600914
C49	0.000420115
C50	0.000294454
C51	0.000206963
C52	0.000145856
C53	0.000103091
C54	0.000073099
C55	0.000052039
C56	0.000037156
C57	0.000026643
C58	0.000019172
C59	0.000013856
C60	0.000010052
C61	0.000007332
C62	0.000005803
